Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
18-04-2020,Women's Apparel,Northeast,Walmart,Online,New York,62,180,29
02-05-2020,Women's Apparel,Northeast,Walmart,Online,New York,66,174,26
26-04-2020,Women's Apparel,Northeast,Walmart,Online,New York,68,197,29
24-04-2020,Women's Apparel,Northeast,Walmart,Online,New York,59,165,28
22-04-2020,Women's Athletic Footwear,Northeast,Walmart,Online,New York,47,118,25
06-05-2020,Women's Athletic Footwear,Northeast,Walmart,Online,New York,54,122,23
30-04-2020,Women's Athletic Footwear,Northeast,Walmart,Online,New York,50,126,25
21-04-2020,Women's Street Footwear,Northeast,Walmart,Online,New York,47,126,27
05-05-2020,Women's Street Footwear,Northeast,Walmart,Online,New York,54,154,29
29-04-2020,Women's Street Footwear,Northeast,Walmart,Online,New York,52,134,26
20-05-2021,Men's Apparel,Northeast,West Gear,Online,Maryland,49,18,4
20-03-2021,Men's Apparel,Northeast,West Gear,Online,Maryland,43,9,2
21-04-2021,Men's Apparel,Northeast,West Gear,Online,Maryland,41,6,2
22-02-2021,Men's Apparel,Northeast,West Gear,Online,Maryland,41,13,3
09-11-2021,Men's Apparel,Northeast,West Gear,Online,New York,62,95,15
10-02-2021,Men's Apparel,Northeast,West Gear,Online,New York,50,77,15
08-07-2021,Men's Apparel,Northeast,West Gear,Online,New York,62,104,17
09-04-2021,Men's Apparel,Northeast,West Gear,Online,New York,50,62,12
10-10-2021,Men's Apparel,Northeast,West Gear,Online,New York,59,89,15
08-09-2021,Men's Apparel,Northeast,West Gear,Online,New York,51,67,13
09-08-2021,Men's Apparel,Northeast,West Gear,Online,New York,52,77,15
08-03-2021,Men's Apparel,Northeast,West Gear,Online,New York,51,68,13
08-05-2021,Men's Apparel,Northeast,West Gear,Online,New York,56,77,14
10-06-2021,Men's Apparel,Northeast,West Gear,Online,New York,62,93,15
16-03-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,37,22,6
18-09-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,32,20,6
17-02-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,48,31,7
18-05-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,42,29,7
17-08-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,49,33,7
16-07-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,54,47,9
17-10-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,41,22,5
17-06-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,41,30,7
17-04-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,60,34,6
20-05-2021,Men's Athletic Footwear,Northeast,West Gear,Online,Maryland,42,20,5
21-04-2021,Men's Athletic Footwear,Northeast,West Gear,Online,Maryland,32,10,3
20-03-2021,Men's Athletic Footwear,Northeast,West Gear,Online,Maryland,34,13,4
22-06-2021,Men's Athletic Footwear,Northeast,West Gear,Online,Maryland,41,31,8
09-04-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,43,63,15
08-09-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,48,78,16
09-08-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,55,116,21
08-07-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,56,110,20
08-03-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,44,73,17
10-10-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,46,72,16
08-05-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,53,85,16
10-06-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,54,95,18
09-11-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,49,79,16
08-12-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,51,86,17
11-11-2021,Men's Athletic Footwear,Northeast,West Gear,Online,Vermont,55,45,8
22-02-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,34,13,4
17-06-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,37,44,12
18-05-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,37,32,9
17-10-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,32,26,8
18-09-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,29,26,9
16-07-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,50,58,12
16-03-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,27,19,7
17-04-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,28,21,8
17-08-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,42,38,9
22-06-2021,Men's Street Footwear,Northeast,West Gear,Online,Maryland,47,59,13
21-04-2021,Men's Street Footwear,Northeast,West Gear,Online,Maryland,33,42,13
20-05-2021,Men's Street Footwear,Northeast,West Gear,Online,Maryland,49,58,12
20-03-2021,Men's Street Footwear,Northeast,West Gear,Online,Maryland,32,40,13
09-11-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,56,122,22
08-07-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,59,146,25
09-04-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,42,104,25
10-06-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,59,155,26
09-08-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,62,155,25
10-10-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,57,119,21
08-12-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,59,145,25
08-03-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,44,111,25
08-09-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,50,119,24
08-05-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,50,131,26
11-11-2021,Men's Street Footwear,Northeast,West Gear,Online,Vermont,64,81,13
17-04-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,27,39,14
16-03-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,28,46,17
18-09-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,34,52,15
17-06-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,43,65,15
17-08-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,46,60,13
16-07-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,55,100,18
18-05-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,58,104,18
17-10-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,41,47,12
20-05-2021,Women's Apparel,Northeast,West Gear,Online,Maryland,52,33,6
22-02-2021,Women's Apparel,Northeast,West Gear,Online,Maryland,34,21,6
21-04-2021,Women's Apparel,Northeast,West Gear,Online,Maryland,32,17,5
20-03-2021,Women's Apparel,Northeast,West Gear,Online,Maryland,33,16,5
08-03-2021,Women's Apparel,Northeast,West Gear,Online,New York,43,69,16
09-08-2021,Women's Apparel,Northeast,West Gear,Online,New York,55,120,22
08-09-2021,Women's Apparel,Northeast,West Gear,Online,New York,59,92,16
10-10-2021,Women's Apparel,Northeast,West Gear,Online,New York,64,100,16
10-06-2021,Women's Apparel,Northeast,West Gear,Online,New York,69,125,18
08-05-2021,Women's Apparel,Northeast,West Gear,Online,New York,59,100,17
10-02-2021,Women's Apparel,Northeast,West Gear,Online,New York,42,76,18
09-11-2021,Women's Apparel,Northeast,West Gear,Online,New York,68,120,18
09-04-2021,Women's Apparel,Northeast,West Gear,Online,New York,41,64,16
08-07-2021,Women's Apparel,Northeast,West Gear,Online,New York,66,128,19
12-10-2021,Women's Apparel,Northeast,West Gear,Online,Vermont,71,58,8
18-09-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,36,27,8
17-04-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,47,44,9
17-06-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,59,68,12
17-02-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,24,25,11
16-03-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,29,23,8
17-08-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,54,62,12
16-07-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,63,84,13
18-05-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,52,49,10
20-03-2021,Women's Athletic Footwear,Northeast,West Gear,Online,Maryland,29,2,1
21-04-2021,Women's Athletic Footwear,Northeast,West Gear,Online,Maryland,27,4,1
20-05-2021,Women's Athletic Footwear,Northeast,West Gear,Online,Maryland,37,11,3
22-02-2021,Women's Athletic Footwear,Northeast,West Gear,Online,Maryland,28,4,1
09-08-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,41,62,15
08-05-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,47,61,13
09-11-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,47,68,14
09-04-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,37,50,14
08-03-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,39,41,11
08-09-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,44,60,14
10-10-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,45,61,14
10-06-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,49,71,14
10-02-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,37,49,13
08-07-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,53,80,15
18-09-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,23,14,6
17-08-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,36,26,7
16-07-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,48,37,8
17-04-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,25,12,5
17-06-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,33,23,7
16-03-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,23,11,5
17-10-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,32,15,5
17-02-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,34,17,5
18-05-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,33,17,5
20-05-2021,Women's Street Footwear,Northeast,West Gear,Online,Maryland,36,14,4
21-04-2021,Women's Street Footwear,Northeast,West Gear,Online,Maryland,24,8,3
20-03-2021,Women's Street Footwear,Northeast,West Gear,Online,Maryland,24,13,5
08-09-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,41,57,14
08-07-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,51,86,17
08-03-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,33,53,16
09-04-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,34,52,15
09-11-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,45,66,15
08-05-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,49,78,16
09-08-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,51,96,19
10-06-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,48,72,15
10-10-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,46,63,14
11-11-2021,Women's Street Footwear,Northeast,West Gear,Online,Vermont,57,55,10
22-02-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,24,11,5
17-08-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,38,33,9
17-10-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,33,15,4
16-07-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,49,48,10
16-12-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,50,56,11
17-04-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,19,13,7
16-03-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,19,17,9
18-09-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,24,16,7
17-06-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,33,27,8
18-05-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,32,25,8
13-10-2021,Men's Athletic Footwear,South,Amazon,Online,Alabama,38,29,8
12-10-2021,Men's Street Footwear,South,Amazon,Online,Alabama,38,44,12
15-10-2021,Women's Athletic Footwear,South,Amazon,Online,Alabama,34,10,3
14-10-2021,Women's Street Footwear,South,Amazon,Online,Alabama,28,18,6
16-03-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,35,1138,33
17-04-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,40,1300,33
18-02-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,40,1600,40
16-05-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,45,1800,40
18-06-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,60,2700,45
18-06-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,57,77,14
16-03-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,32,26,8
18-02-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,39,42,11
16-05-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,41,48,12
17-04-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,38,31,8
17-04-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,25,938,38
16-03-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,25,1000,40
16-05-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,40,1800,45
18-06-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,40,2000,50
16-05-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,37,48,13
16-03-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,24,24,10
18-06-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,37,46,13
17-04-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,23,25,11
22-05-2021,Men's Athletic Footwear,South,Foot Locker,Online,Tennessee,32,18,6
23-10-2021,Men's Athletic Footwear,South,Foot Locker,Online,Texas,41,28,7
17-04-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,25,1688,68
16-03-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,25,1800,72
16-05-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,40,2980,75
18-06-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,45,3375,75
16-07-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,60,5100,85
16-07-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,58,128,22
18-06-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,44,92,21
17-04-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,23,39,17
16-03-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,23,43,19
16-05-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,39,76,19
21-05-2021,Men's Street Footwear,South,Foot Locker,Online,Tennessee,32,38,12
22-10-2021,Men's Street Footwear,South,Foot Locker,Online,Texas,44,49,11
16-03-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,25,1063,43
18-02-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,25,1250,50
17-04-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,30,1425,48
16-05-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,50,2500,50
18-06-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,65,4063,63
18-02-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,24,30,13
17-04-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,28,35,12
16-03-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,24,30,12
18-06-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,60,113,19
16-05-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,47,66,14
16-03-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,20,550,28
17-04-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,20,600,30
18-02-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,25,813,33
16-05-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,35,1313,38
18-06-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,45,2025,45
18-02-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,25,23,9
18-06-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,43,50,12
16-05-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,33,33,10
17-04-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,19,14,8
16-03-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,19,15,8
24-05-2021,Women's Athletic Footwear,South,Foot Locker,Online,Tennessee,27,5,2
25-10-2021,Women's Athletic Footwear,South,Foot Locker,Online,Texas,38,7,2
17-04-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,15,563,38
16-03-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,15,638,43
16-05-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,35,1488,43
18-06-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,45,2138,48
16-03-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,14,18,13
16-05-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,33,39,12
17-04-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,14,14,10
18-06-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,41,59,14
23-05-2021,Women's Street Footwear,South,Foot Locker,Online,Tennessee,24,16,7
24-10-2021,Women's Street Footwear,South,Foot Locker,Online,Texas,33,18,6
16-12-2021,Men's Apparel,South,Sports Direct,Online,Mississippi,70,3325,48
17-11-2021,Men's Apparel,South,Sports Direct,Online,Mississippi,75,3188,43
17-11-2021,Men's Apparel,South,Sports Direct,Online,Mississippi,71,87,12
16-12-2021,Men's Apparel,South,Sports Direct,Online,Mississippi,65,81,12
17-11-2021,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,20,900,45
16-12-2021,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,60,3450,58
17-11-2021,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,18,21,12
16-12-2021,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,58,90,16
17-11-2021,Men's Street Footwear,South,Sports Direct,Online,Mississippi,30,1875,63
16-12-2021,Men's Street Footwear,South,Sports Direct,Online,Mississippi,70,5425,78
16-12-2021,Men's Street Footwear,South,Sports Direct,Online,Mississippi,68,132,19
17-11-2021,Men's Street Footwear,South,Sports Direct,Online,Mississippi,28,46,16
18-10-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,35,1663,48
17-11-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,75,3938,53
16-12-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,75,4313,58
17-11-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,68,107,16
16-12-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,71,102,14
18-10-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,33,41,12
16-12-2021,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,60,2850,48
17-11-2021,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,60,2700,45
16-12-2021,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,56,74,13
17-11-2021,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,54,63,12
17-11-2021,Women's Street Footwear,South,Sports Direct,Online,Mississippi,30,1185,40
16-12-2021,Women's Street Footwear,South,Sports Direct,Online,Mississippi,60,3150,53
17-11-2021,Women's Street Footwear,South,Sports Direct,Online,Mississippi,28,31,11
16-12-2021,Women's Street Footwear,South,Sports Direct,Online,Mississippi,59,81,14
16-09-2021,Men's Apparel,South,Walmart,Online,Mississippi,30,1200,40
18-10-2021,Men's Apparel,South,Walmart,Online,Mississippi,35,1225,35
17-08-2021,Men's Apparel,South,Walmart,Online,Mississippi,50,2250,45
16-07-2021,Men's Apparel,South,Walmart,Online,Mississippi,60,3000,50
17-08-2021,Men's Apparel,South,Walmart,Online,Mississippi,46,56,12
16-09-2021,Men's Apparel,South,Walmart,Online,Mississippi,29,31,11
16-07-2021,Men's Apparel,South,Walmart,Online,Mississippi,59,89,15
18-10-2021,Men's Apparel,South,Walmart,Online,Mississippi,32,31,10
18-10-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,25,1250,50
16-09-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,45,2363,53
16-07-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,55,3300,60
17-08-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,55,3300,60
18-10-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,25,36,15
16-09-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,42,62,15
16-07-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,53,83,16
17-08-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,50,84,17
18-10-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,35,2363,68
16-09-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,50,3625,73
17-08-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,60,4950,83
18-10-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,32,56,18
16-09-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,47,95,20
17-08-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,56,120,22
16-09-2021,Women's Apparel,South,Walmart,Online,Mississippi,35,1750,50
17-08-2021,Women's Apparel,South,Walmart,Online,Mississippi,55,3438,63
16-07-2021,Women's Apparel,South,Walmart,Online,Mississippi,65,4388,68
16-07-2021,Women's Apparel,South,Walmart,Online,Mississippi,61,107,18
16-09-2021,Women's Apparel,South,Walmart,Online,Mississippi,32,42,13
17-08-2021,Women's Apparel,South,Walmart,Online,Mississippi,53,90,17
16-09-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,20,800,40
18-10-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,25,875,35
17-08-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,40,1900,48
16-07-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,50,2375,48
18-10-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,23,24,11
17-08-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,39,50,13
16-07-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,48,60,12
16-09-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,19,19,10
16-09-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,20,850,43
18-10-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,25,938,38
16-07-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,50,2625,53
17-08-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,50,2625,53
16-09-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,19,23,12
16-07-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,48,68,14
17-08-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,48,71,15
18-10-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,24,24,10
23-09-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,45,900,20
22-02-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1000,20
22-04-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,625,13
23-05-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,750,15
22-06-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1000,20
22-08-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1125,23
21-07-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1250,25
21-03-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,55,825,15
22-10-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,55,825,15
23-05-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,46,19,4
21-07-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,46,35,8
21-03-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,52,23,4
23-09-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,43,25,6
22-02-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,48,26,5
22-04-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,47,16,4
22-06-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,49,26,5
22-08-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,49,32,7
22-10-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,53,22,4
13-01-2021,Men's Apparel,Southeast,Amazon,Online,North Carolina,45,2138,48
02-12-2021,Men's Apparel,Southeast,Amazon,Online,North Carolina,70,4725,68
02-12-2021,Men's Apparel,Southeast,Amazon,Online,North Carolina,65,110,17
13-01-2021,Men's Apparel,Southeast,Amazon,Online,North Carolina,44,56,13
22-06-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,35,963,28
22-11-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,40,1100,28
22-04-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,788,18
21-03-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1013,23
22-10-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1238,28
23-05-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1013,23
23-09-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1463,33
21-07-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1575,35
22-08-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1575,35
22-11-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,39,28,7
22-08-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,37,9
22-04-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,20,5
22-06-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,33,25,8
21-03-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,24,6
23-09-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,44,41,9
21-07-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,44,42,10
22-10-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,34,8
23-05-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,42,29,7
11-02-2021,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,35,1663,48
13-01-2021,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,35,2013,58
11-02-2021,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,33,47,14
13-01-2021,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,33,50,15
22-06-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,40,2100,53
22-04-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,45,2138,48
21-03-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,45,2340,52
22-11-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2125,43
23-05-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2600,52
23-09-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2625,53
22-08-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2875,58
21-07-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,3000,60
22-10-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,55,2475,45
22-06-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,36,51,14
